Organism,Country,Year,ARIMA_Forecast_%,ARIMA_CI_Lower_%,ARIMA_CI_Upper_%,Prophet_Forecast_%,Prophet_CI_Lower_%,Prophet_CI_Upper_%,Model_Agreement,Ensemble_Mean_%
Pseudomonas aeruginosa,Colombia,2026.0,16.77,0.0,35.87,40.96,28.43,52.48,DISAGREE,28.86
Pseudomonas aeruginosa,Colombia,2027.0,33.02,13.13,52.9,41.73,29.01,54.01,AGREE,37.38
Pseudomonas aeruginosa,Colombia,2028.0,58.47,34.02,82.92,42.5,30.33,54.57,DISAGREE,50.48
Pseudomonas aeruginosa,Colombia,2029.0,5.05,0.0,33.37,43.28,32.36,55.81,DISAGREE,24.16
Pseudomonas aeruginosa,Colombia,2030.0,43.39,14.88,71.91,44.05,31.68,55.49,AGREE,43.72
Pseudomonas aeruginosa,Croatia,2025.0,38.2,12.22,64.17,42.34,21.68,65.29,AGREE,40.27
Pseudomonas aeruginosa,Croatia,2026.0,37.83,11.88,63.78,42.56,21.02,62.9,AGREE,40.2
Pseudomonas aeruginosa,Croatia,2027.0,37.47,11.55,63.4,42.78,20.21,64.34,AGREE,40.12
Pseudomonas aeruginosa,Croatia,2028.0,37.12,11.21,63.02,43.0,21.18,66.33,AGREE,40.06
Pseudomonas aeruginosa,Croatia,2029.0,36.76,10.88,62.64,43.22,20.25,62.86,AGREE,39.99
Pseudomonas aeruginosa,Croatia,2030.0,36.41,10.56,62.27,43.43,22.19,64.72,AGREE,39.92
Pseudomonas aeruginosa,Denmark,2025.0,7.87,0.0,17.98,17.91,10.17,26.38,DISAGREE,12.89
Pseudomonas aeruginosa,Denmark,2026.0,11.12,0.0,30.12,18.71,9.81,26.62,AGREE,14.92
Pseudomonas aeruginosa,Denmark,2027.0,6.2,0.0,30.95,19.51,11.5,27.77,DISAGREE,12.86
Pseudomonas aeruginosa,Denmark,2028.0,8.39,0.0,36.09,20.31,12.62,27.7,DISAGREE,14.35
Pseudomonas aeruginosa,Denmark,2029.0,4.87,0.0,35.09,21.11,13.1,30.08,DISAGREE,12.99
Pseudomonas aeruginosa,Denmark,2030.0,6.34,0.0,38.05,21.9,14.01,29.9,DISAGREE,14.12
Pseudomonas aeruginosa,France,2025.0,23.11,4.45,41.77,24.47,12.97,36.25,AGREE,23.79
Pseudomonas aeruginosa,France,2026.0,23.4,4.78,42.03,24.62,12.68,36.08,AGREE,24.01
Pseudomonas aeruginosa,France,2027.0,23.43,4.81,42.06,24.77,12.17,37.0,AGREE,24.1
Pseudomonas aeruginosa,France,2028.0,23.47,4.84,42.1,24.92,13.11,37.25,AGREE,24.2
Pseudomonas aeruginosa,France,2029.0,23.5,4.87,42.13,25.07,14.24,36.13,AGREE,24.28
Pseudomonas aeruginosa,France,2030.0,23.53,4.89,42.16,25.21,13.94,38.68,AGREE,24.37
Pseudomonas aeruginosa,Germany,2025.0,35.63,13.79,57.46,23.4,11.11,34.89,DISAGREE,29.52
Pseudomonas aeruginosa,Germany,2026.0,26.35,0.0,57.82,24.14,11.72,35.87,AGREE,25.24
Pseudomonas aeruginosa,Germany,2027.0,27.61,0.0,59.35,24.88,12.39,35.58,AGREE,26.24
Pseudomonas aeruginosa,Germany,2028.0,28.93,0.0,60.97,25.62,14.82,38.07,AGREE,27.28
Pseudomonas aeruginosa,Germany,2029.0,30.32,0.0,62.67,26.37,14.84,38.04,AGREE,28.34
Pseudomonas aeruginosa,Germany,2030.0,31.77,0.0,64.46,27.11,15.08,39.68,AGREE,29.44
Pseudomonas aeruginosa,India,2025.0,48.49,3.22,93.77,56.91,40.88,72.56,AGREE,52.7
Pseudomonas aeruginosa,India,2026.0,63.36,2.57,100.0,58.5,42.69,74.08,AGREE,60.93
Pseudomonas aeruginosa,India,2027.0,49.6,0.0,100.0,60.09,45.0,76.34,DISAGREE,54.84
Pseudomonas aeruginosa,India,2028.0,62.33,0.0,100.0,61.68,44.77,76.87,AGREE,62.0
Pseudomonas aeruginosa,India,2029.0,50.56,0.0,100.0,63.27,46.77,78.13,DISAGREE,56.92
Pseudomonas aeruginosa,India,2030.0,61.45,0.0,100.0,64.87,48.32,79.85,AGREE,63.16
Pseudomonas aeruginosa,Italy,2025.0,23.55,5.01,42.09,25.14,11.89,36.98,AGREE,24.34
Pseudomonas aeruginosa,Italy,2026.0,26.83,7.48,46.18,25.02,14.36,39.36,AGREE,25.92
Pseudomonas aeruginosa,Italy,2027.0,26.83,7.48,46.18,24.9,13.32,36.25,AGREE,25.86
Pseudomonas aeruginosa,Italy,2028.0,26.83,7.48,46.18,24.78,13.76,35.56,AGREE,25.8
Pseudomonas aeruginosa,Italy,2029.0,26.83,7.48,46.18,24.65,12.76,36.84,AGREE,25.74
Pseudomonas aeruginosa,Italy,2030.0,26.83,7.48,46.18,24.53,11.61,37.22,AGREE,25.68
Pseudomonas aeruginosa,Mexico,2025.0,41.58,21.94,61.23,38.33,24.62,53.7,AGREE,39.96
Pseudomonas aeruginosa,Mexico,2026.0,50.07,30.64,69.51,38.84,24.42,51.26,DISAGREE,44.46
Pseudomonas aeruginosa,Mexico,2027.0,50.01,24.99,75.04,39.34,25.51,52.3,DISAGREE,44.68
Pseudomonas aeruginosa,Mexico,2028.0,49.95,20.38,79.52,39.85,27.75,54.31,DISAGREE,44.9
Pseudomonas aeruginosa,Mexico,2029.0,49.89,16.4,83.38,40.35,27.49,54.01,AGREE,45.12
Pseudomonas aeruginosa,Mexico,2030.0,49.83,12.83,86.82,40.85,27.07,55.65,AGREE,45.34
Pseudomonas aeruginosa,Portugal,2025.0,33.77,18.73,48.82,33.34,22.52,42.14,AGREE,33.56
Pseudomonas aeruginosa,Portugal,2026.0,31.85,16.24,47.45,34.82,26.04,44.72,AGREE,33.34
Pseudomonas aeruginosa,Portugal,2027.0,31.85,14.36,49.34,36.3,26.5,46.37,AGREE,34.08
Pseudomonas aeruginosa,Portugal,2028.0,31.85,12.66,51.03,37.78,27.59,48.34,AGREE,34.82
Pseudomonas aeruginosa,Portugal,2029.0,31.85,11.1,52.59,39.26,29.45,48.66,AGREE,35.56
Pseudomonas aeruginosa,Portugal,2030.0,31.85,9.65,54.05,40.74,30.83,50.52,AGREE,36.3
Pseudomonas aeruginosa,Spain,2025.0,22.87,1.89,43.85,23.69,12.6,35.48,AGREE,23.28
Pseudomonas aeruginosa,Spain,2026.0,22.8,1.8,43.8,23.75,11.72,35.0,AGREE,23.28
Pseudomonas aeruginosa,Spain,2027.0,22.8,1.8,43.8,23.81,11.79,35.64,AGREE,23.3
Pseudomonas aeruginosa,Spain,2028.0,22.8,1.8,43.8,23.86,10.93,35.78,AGREE,23.33
Pseudomonas aeruginosa,Spain,2029.0,22.8,1.8,43.8,23.92,13.33,35.68,AGREE,23.36
Pseudomonas aeruginosa,Spain,2030.0,22.8,1.8,43.8,23.98,12.62,34.69,AGREE,23.39
Pseudomonas aeruginosa,Taiwan,2025.0,48.45,24.66,72.25,26.85,13.56,41.96,DISAGREE,37.65
Pseudomonas aeruginosa,Taiwan,2026.0,0.52,0.0,24.93,26.99,12.2,40.57,DISAGREE,13.76
Pseudomonas aeruginosa,Taiwan,2027.0,64.7,35.17,94.23,27.12,13.11,40.51,DISAGREE,45.91
Pseudomonas aeruginosa,Taiwan,2028.0,0.0,0.0,11.46,27.26,13.47,41.43,DISAGREE,13.63
Pseudomonas aeruginosa,Taiwan,2029.0,93.83,51.15,100.0,27.4,12.5,40.2,DISAGREE,60.61
Pseudomonas aeruginosa,Taiwan,2030.0,0.0,0.0,0.0,27.54,13.16,41.55,DISAGREE,13.77
Pseudomonas aeruginosa,United Kingdom,2025.0,12.14,5.05,19.23,16.34,11.27,21.58,AGREE,14.24
Pseudomonas aeruginosa,United Kingdom,2026.0,12.84,3.45,22.24,17.0,11.94,21.97,AGREE,14.92
Pseudomonas aeruginosa,United Kingdom,2027.0,12.23,1.19,23.28,17.66,12.57,22.61,AGREE,14.94
Pseudomonas aeruginosa,United Kingdom,2028.0,12.76,0.14,25.38,18.32,13.27,23.25,AGREE,15.54
Pseudomonas aeruginosa,United Kingdom,2029.0,12.31,0.0,26.22,18.98,14.08,24.36,AGREE,15.64
Pseudomonas aeruginosa,United Kingdom,2030.0,12.7,0.0,27.88,19.64,14.74,24.83,AGREE,16.17
Pseudomonas aeruginosa,United States,2025.0,21.29,5.92,36.65,24.22,15.45,31.79,AGREE,22.76
Pseudomonas aeruginosa,United States,2026.0,22.08,5.61,38.55,24.9,16.41,34.49,AGREE,23.49
Pseudomonas aeruginosa,United States,2027.0,22.08,3.83,40.33,25.58,17.04,34.59,AGREE,23.83
Pseudomonas aeruginosa,United States,2028.0,22.08,2.22,41.94,26.26,18.21,35.36,AGREE,24.17
Pseudomonas aeruginosa,United States,2029.0,22.08,0.72,43.44,26.95,18.11,34.51,AGREE,24.52
Pseudomonas aeruginosa,United States,2030.0,22.08,0.0,44.83,27.63,18.88,36.51,AGREE,24.85
Serratia marcescens,France,2025.0,63.79,0.0,100.0,61.79,38.01,84.15,AGREE,62.79
Serratia marcescens,France,2026.0,63.79,0.0,100.0,64.9,38.17,90.11,AGREE,64.34
Serratia marcescens,France,2027.0,63.79,0.0,100.0,68.01,41.44,92.67,AGREE,65.9
Serratia marcescens,France,2028.0,63.79,0.0,100.0,71.13,45.33,92.88,AGREE,67.46
Serratia marcescens,France,2029.0,63.79,0.0,100.0,74.25,47.91,98.64,DISAGREE,69.02
Serratia marcescens,France,2030.0,63.79,0.0,100.0,77.36,48.81,100.0,DISAGREE,70.58
Serratia marcescens,Italy,2025.0,25.45,0.0,78.66,53.05,30.54,73.65,DISAGREE,39.25
Serratia marcescens,Italy,2026.0,25.45,0.0,78.8,55.49,33.46,77.13,DISAGREE,40.47
Serratia marcescens,Italy,2027.0,25.45,0.0,78.93,57.93,37.87,78.35,DISAGREE,41.69
Serratia marcescens,Italy,2028.0,25.45,0.0,79.07,60.37,39.85,82.55,DISAGREE,42.91
Serratia marcescens,Italy,2029.0,25.45,0.0,79.21,62.81,41.63,86.39,DISAGREE,44.13
Serratia marcescens,Italy,2030.0,25.45,0.0,79.34,65.25,43.87,85.84,DISAGREE,45.35
Serratia marcescens,Spain,2025.0,7.67,0.0,19.59,17.82,10.67,25.37,DISAGREE,12.74
Serratia marcescens,Spain,2026.0,7.04,0.0,19.12,18.28,10.56,25.43,DISAGREE,12.66
Serratia marcescens,Spain,2027.0,7.12,0.0,19.47,18.74,11.08,26.37,DISAGREE,12.93
Serratia marcescens,Spain,2028.0,6.72,0.0,19.23,19.2,11.06,26.71,DISAGREE,12.96
Serratia marcescens,Spain,2029.0,6.67,0.0,19.38,19.66,12.52,27.23,DISAGREE,13.16
Serratia marcescens,Spain,2030.0,6.38,0.0,19.26,20.12,12.39,27.2,DISAGREE,13.25
Serratia marcescens,United States,2025.0,47.7,8.1,87.3,41.38,20.38,59.96,AGREE,44.54
Serratia marcescens,United States,2026.0,51.85,11.52,92.19,42.89,26.08,61.86,AGREE,47.37
Serratia marcescens,United States,2027.0,56.37,15.17,97.56,44.41,24.79,63.14,DISAGREE,50.39
Serratia marcescens,United States,2028.0,61.27,19.09,100.0,45.92,25.89,65.34,DISAGREE,53.6
Serratia marcescens,United States,2029.0,66.61,23.28,100.0,47.44,27.86,66.49,DISAGREE,57.02
Serratia marcescens,United States,2030.0,72.4,27.76,100.0,48.96,28.32,67.93,DISAGREE,60.68
Staphylococcus aureus,Argentina,2025.0,10.56,0.0,32.38,17.24,5.57,30.76,AGREE,13.9
Staphylococcus aureus,Argentina,2026.0,10.5,0.0,37.49,18.11,5.87,31.42,AGREE,14.3
Staphylococcus aureus,Argentina,2027.0,10.5,0.0,39.5,18.97,8.21,31.8,AGREE,14.74
Staphylococcus aureus,Argentina,2028.0,10.5,0.0,41.38,19.84,8.05,30.95,AGREE,15.17
Staphylococcus aureus,Argentina,2029.0,10.5,0.0,43.16,20.71,8.44,33.09,DISAGREE,15.6
Staphylococcus aureus,Argentina,2030.0,10.5,0.0,44.84,21.58,9.97,33.02,DISAGREE,16.04
Staphylococcus aureus,Belgium,2025.0,12.02,0.0,29.11,13.62,4.06,23.37,AGREE,12.82
Staphylococcus aureus,Belgium,2026.0,10.16,0.0,28.08,14.32,5.57,23.04,AGREE,12.24
Staphylococcus aureus,Belgium,2027.0,10.22,0.0,28.16,15.02,4.52,23.96,AGREE,12.62
Staphylococcus aureus,Belgium,2028.0,10.29,0.0,28.24,15.72,5.93,25.5,AGREE,13.0
Staphylococcus aureus,Belgium,2029.0,10.36,0.0,28.32,16.42,6.7,25.47,AGREE,13.39
Staphylococcus aureus,Belgium,2030.0,10.42,0.0,28.4,17.12,7.08,27.18,AGREE,13.77
Staphylococcus aureus,Brazil,2025.0,19.75,4.69,34.81,27.95,5.36,47.52,AGREE,23.85
Staphylococcus aureus,Brazil,2026.0,18.49,3.19,33.8,28.79,5.83,49.71,DISAGREE,23.64
Staphylococcus aureus,Brazil,2027.0,19.21,3.01,35.42,29.62,6.14,50.46,DISAGREE,24.42
Staphylococcus aureus,Brazil,2028.0,18.8,2.15,35.45,30.45,8.62,53.95,DISAGREE,24.62
Staphylococcus aureus,Brazil,2029.0,19.04,1.74,36.33,31.29,9.25,53.49,DISAGREE,25.16
Staphylococcus aureus,Brazil,2030.0,18.9,1.1,36.7,32.12,9.38,54.4,DISAGREE,25.51
Staphylococcus aureus,Canada,2025.0,26.23,18.22,34.23,15.15,9.46,21.33,DISAGREE,20.69
Staphylococcus aureus,Canada,2026.0,25.88,8.92,42.84,16.1,8.99,21.89,AGREE,20.99
Staphylococcus aureus,Canada,2027.0,25.88,3.61,48.16,17.05,11.44,22.81,AGREE,21.46
Staphylococcus aureus,Canada,2028.0,25.88,0.0,52.43,18.0,12.34,23.67,AGREE,21.94
Staphylococcus aureus,Canada,2029.0,25.88,0.0,56.1,18.95,12.48,24.77,AGREE,22.42
Staphylococcus aureus,Canada,2030.0,25.88,0.0,59.38,19.9,13.97,25.65,AGREE,22.89
Staphylococcus aureus,Chile,2025.0,14.79,0.0,55.83,24.15,4.27,43.86,AGREE,19.47
Staphylococcus aureus,Chile,2026.0,14.79,0.0,55.83,25.24,4.77,47.12,DISAGREE,20.02
Staphylococcus aureus,Chile,2027.0,14.79,0.0,55.83,26.33,4.1,44.77,DISAGREE,20.56
Staphylococcus aureus,Chile,2028.0,14.79,0.0,55.83,27.43,6.89,47.53,DISAGREE,21.11
Staphylococcus aureus,Chile,2029.0,14.79,0.0,55.83,28.52,7.33,51.63,DISAGREE,21.66
Staphylococcus aureus,Chile,2030.0,14.79,0.0,55.83,29.61,10.82,49.7,DISAGREE,22.2
Staphylococcus aureus,China,2025.0,8.13,0.0,26.72,15.49,0.0,31.89,AGREE,11.81
Staphylococcus aureus,China,2026.0,14.19,0.0,38.14,12.83,0.0,30.59,AGREE,13.51
Staphylococcus aureus,China,2027.0,12.74,0.0,36.7,10.18,0.0,26.33,AGREE,11.46
Staphylococcus aureus,China,2028.0,11.44,0.0,35.41,7.53,0.0,25.65,AGREE,9.48
Staphylococcus aureus,China,2029.0,10.27,0.0,34.25,4.87,0.0,21.04,AGREE,7.57
Staphylococcus aureus,China,2030.0,9.22,0.0,33.21,2.21,0.0,19.07,AGREE,5.72
Staphylococcus aureus,Colombia,2025.0,2.81,0.0,5.64,2.94,0.77,5.12,AGREE,2.88
Staphylococcus aureus,Colombia,2026.0,3.24,0.0,6.59,3.1,0.93,5.18,AGREE,3.17
Staphylococcus aureus,Colombia,2027.0,3.5,0.12,6.88,3.27,0.99,5.42,AGREE,3.38
Staphylococcus aureus,Colombia,2028.0,3.78,0.37,7.19,3.43,1.39,5.67,AGREE,3.6
Staphylococcus aureus,Colombia,2029.0,4.07,0.63,7.52,3.6,1.68,5.91,AGREE,3.84
Staphylococcus aureus,Colombia,2030.0,4.4,0.91,7.89,3.76,1.69,6.18,AGREE,4.08
Staphylococcus aureus,Croatia,2025.0,25.88,12.08,39.68,31.62,20.95,40.94,AGREE,28.75
Staphylococcus aureus,Croatia,2026.0,26.01,0.93,51.1,33.72,22.66,44.03,AGREE,29.86
Staphylococcus aureus,Croatia,2027.0,26.01,0.0,58.38,35.81,25.41,46.24,AGREE,30.91
Staphylococcus aureus,Croatia,2028.0,26.01,0.0,64.29,37.9,28.06,47.38,DISAGREE,31.96
Staphylococcus aureus,Croatia,2029.0,26.01,0.0,69.41,40.0,28.81,49.92,DISAGREE,33.01
Staphylococcus aureus,Croatia,2030.0,26.01,0.0,73.98,42.1,32.05,51.64,DISAGREE,34.06
Staphylococcus aureus,Czech Republic,2025.0,1.78,0.0,10.05,0.0,0.0,6.26,AGREE,0.89
Staphylococcus aureus,Czech Republic,2026.0,4.15,0.0,14.94,0.0,0.0,1.6,AGREE,2.08
Staphylococcus aureus,Czech Republic,2027.0,3.3,0.0,14.15,0.0,0.0,0.0,AGREE,1.65
Staphylococcus aureus,Czech Republic,2028.0,2.63,0.0,13.51,0.0,0.0,0.0,AGREE,1.32
Staphylococcus aureus,Czech Republic,2029.0,2.09,0.0,13.0,0.0,0.0,0.0,AGREE,1.04
Staphylococcus aureus,Czech Republic,2030.0,1.66,0.0,12.58,0.0,0.0,0.0,AGREE,0.83
Staphylococcus aureus,France,2025.0,0.0,0.0,5.93,7.13,3.38,11.01,AGREE,3.56
Staphylococcus aureus,France,2026.0,0.0,0.0,7.95,7.48,3.95,10.96,AGREE,3.74
Staphylococcus aureus,France,2027.0,0.0,0.0,12.47,7.84,3.88,11.38,AGREE,3.92
Staphylococcus aureus,France,2028.0,0.0,0.0,15.82,8.19,4.31,12.43,AGREE,4.1
Staphylococcus aureus,France,2029.0,0.0,0.0,18.6,8.55,4.68,12.59,AGREE,4.28
Staphylococcus aureus,France,2030.0,0.0,0.0,21.03,8.9,5.06,12.67,AGREE,4.45
Staphylococcus aureus,Germany,2025.0,1.88,0.0,13.82,11.85,1.82,21.89,AGREE,6.86
Staphylococcus aureus,Germany,2026.0,3.6,0.0,17.11,12.36,2.82,23.1,AGREE,7.98
Staphylococcus aureus,Germany,2027.0,2.36,0.0,21.56,12.88,3.31,21.12,DISAGREE,7.62
Staphylococcus aureus,Germany,2028.0,1.54,0.0,22.72,13.4,4.25,23.72,DISAGREE,7.47
Staphylococcus aureus,Germany,2029.0,1.01,0.0,22.98,13.92,4.62,23.86,DISAGREE,7.46
Staphylococcus aureus,Germany,2030.0,0.66,0.0,22.96,14.43,5.25,23.92,DISAGREE,7.54
Staphylococcus aureus,Greece,2025.0,41.0,21.65,60.35,32.21,16.98,49.86,AGREE,36.61
Staphylococcus aureus,Greece,2026.0,25.85,0.0,53.22,33.65,17.26,48.57,AGREE,29.75
Staphylococcus aureus,Greece,2027.0,25.85,0.0,53.22,35.09,18.67,52.64,AGREE,30.47
Staphylococcus aureus,Greece,2028.0,25.85,0.0,53.22,36.53,19.45,53.46,DISAGREE,31.19
Staphylococcus aureus,Greece,2029.0,25.85,0.0,53.22,37.98,21.48,54.32,DISAGREE,31.92
Staphylococcus aureus,Greece,2030.0,25.85,0.0,53.22,39.42,23.03,55.03,DISAGREE,32.64
Staphylococcus aureus,Hungary,2025.0,0.32,0.0,10.47,10.34,0.0,32.81,DISAGREE,5.33
Staphylococcus aureus,Hungary,2026.0,2.49,0.0,16.75,8.82,0.0,31.49,AGREE,5.66
Staphylococcus aureus,Hungary,2027.0,1.84,0.0,16.12,7.31,0.0,31.57,AGREE,4.58
Staphylococcus aureus,Hungary,2028.0,1.36,0.0,15.65,5.79,0.0,29.28,AGREE,3.58
Staphylococcus aureus,Hungary,2029.0,1.01,0.0,15.3,4.27,0.0,27.78,AGREE,2.64
Staphylococcus aureus,Hungary,2030.0,0.75,0.0,15.05,2.75,0.0,28.95,AGREE,1.75
Staphylococcus aureus,Ireland,2025.0,10.53,0.0,31.17,5.3,1.72,8.82,AGREE,7.91
Staphylococcus aureus,Ireland,2026.0,10.53,0.0,33.14,5.7,2.18,9.33,AGREE,8.12
Staphylococcus aureus,Ireland,2027.0,10.53,0.0,34.95,6.1,2.61,9.63,AGREE,8.32
Staphylococcus aureus,Ireland,2028.0,10.53,0.0,36.64,6.5,2.9,10.22,AGREE,8.52
Staphylococcus aureus,Ireland,2029.0,10.53,0.0,38.22,6.9,3.69,11.04,AGREE,8.72
Staphylococcus aureus,Ireland,2030.0,10.53,0.0,39.72,7.29,3.86,10.91,AGREE,8.91
Staphylococcus aureus,Israel,2025.0,23.93,0.0,69.49,38.96,14.16,61.91,DISAGREE,31.44
Staphylococcus aureus,Israel,2026.0,23.93,0.0,69.49,40.77,18.26,65.38,DISAGREE,32.35
Staphylococcus aureus,Israel,2027.0,23.93,0.0,69.49,42.59,19.99,66.16,DISAGREE,33.26
Staphylococcus aureus,Israel,2028.0,23.93,0.0,69.49,44.4,23.0,65.46,DISAGREE,34.16
Staphylococcus aureus,Israel,2029.0,23.93,0.0,69.49,46.21,24.48,69.89,DISAGREE,35.07
Staphylococcus aureus,Israel,2030.0,23.93,0.0,69.49,48.03,23.63,70.16,DISAGREE,35.98
Staphylococcus aureus,Italy,2025.0,1.66,0.0,13.1,20.04,12.12,28.48,DISAGREE,10.85
Staphylococcus aureus,Italy,2026.0,2.61,0.0,14.67,21.14,12.48,30.44,DISAGREE,11.88
Staphylococcus aureus,Italy,2027.0,2.61,0.0,21.21,22.25,14.2,31.23,DISAGREE,12.43
Staphylococcus aureus,Italy,2028.0,2.61,0.0,25.99,23.35,15.58,32.97,DISAGREE,12.98
Staphylococcus aureus,Italy,2029.0,2.61,0.0,29.95,24.46,15.7,33.21,DISAGREE,13.54
Staphylococcus aureus,Italy,2030.0,2.61,0.0,33.41,25.56,17.15,33.86,DISAGREE,14.08
Staphylococcus aureus,Japan,2025.0,34.28,18.89,49.68,26.39,17.53,36.87,AGREE,30.34
Staphylococcus aureus,Japan,2026.0,34.37,18.96,49.77,24.61,14.29,34.18,AGREE,29.49
Staphylococcus aureus,Japan,2027.0,34.45,19.04,49.86,22.83,13.09,33.1,DISAGREE,28.64
Staphylococcus aureus,Japan,2028.0,34.54,19.12,49.95,21.05,10.87,31.46,DISAGREE,27.8
Staphylococcus aureus,Japan,2029.0,34.62,19.2,50.05,19.26,9.05,29.07,DISAGREE,26.94
Staphylococcus aureus,Japan,2030.0,34.71,19.28,50.14,17.48,7.21,26.65,DISAGREE,26.1
Staphylococcus aureus,"Korea, South",2025.0,71.87,40.4,100.0,44.89,27.95,61.59,DISAGREE,58.38
Staphylococcus aureus,"Korea, South",2026.0,91.72,47.37,100.0,47.23,31.92,64.25,DISAGREE,69.47
Staphylococcus aureus,"Korea, South",2027.0,91.72,21.71,100.0,49.57,31.95,66.34,DISAGREE,70.64
Staphylococcus aureus,"Korea, South",2028.0,91.72,3.19,100.0,51.91,33.35,68.78,DISAGREE,71.82
Staphylococcus aureus,"Korea, South",2029.0,91.72,0.0,100.0,54.25,34.08,70.99,DISAGREE,72.98
Staphylococcus aureus,"Korea, South",2030.0,91.72,0.0,100.0,56.59,37.75,75.58,DISAGREE,74.16
Staphylococcus aureus,Lithuania,2025.0,15.37,10.68,20.07,20.09,14.83,25.53,AGREE,17.73
Staphylococcus aureus,Lithuania,2026.0,22.58,13.79,31.36,21.53,16.25,26.89,AGREE,22.06
Staphylococcus aureus,Lithuania,2027.0,15.48,3.34,27.61,22.96,18.08,28.11,AGREE,19.22
Staphylococcus aureus,Lithuania,2028.0,22.48,8.25,36.71,24.39,19.04,29.5,AGREE,23.44
Staphylococcus aureus,Lithuania,2029.0,15.57,0.0,32.08,25.83,21.03,31.71,DISAGREE,20.7
Staphylococcus aureus,Lithuania,2030.0,22.38,4.27,40.49,27.27,22.07,32.44,AGREE,24.82
Staphylococcus aureus,Mexico,2025.0,37.47,0.0,85.79,54.39,38.22,70.9,DISAGREE,45.93
Staphylococcus aureus,Mexico,2026.0,37.47,0.0,86.82,57.4,39.05,76.32,DISAGREE,47.44
Staphylococcus aureus,Mexico,2027.0,37.47,0.0,87.83,60.4,41.75,76.09,DISAGREE,48.94
Staphylococcus aureus,Mexico,2028.0,37.47,0.0,88.81,63.41,45.16,82.83,DISAGREE,50.44
Staphylococcus aureus,Mexico,2029.0,37.47,0.0,89.78,66.42,49.63,83.74,DISAGREE,51.94
Staphylococcus aureus,Mexico,2030.0,37.47,0.0,90.73,69.43,51.98,86.29,DISAGREE,53.45
Staphylococcus aureus,Poland,2025.0,14.27,0.0,28.54,17.94,7.81,26.96,AGREE,16.1
Staphylococcus aureus,Poland,2026.0,13.28,0.0,27.5,18.76,9.21,28.38,AGREE,16.02
Staphylococcus aureus,Poland,2027.0,13.14,0.0,27.34,19.59,11.09,28.0,AGREE,16.37
Staphylococcus aureus,Poland,2028.0,13.0,0.0,27.19,20.42,10.53,28.43,AGREE,16.71
Staphylococcus aureus,Poland,2029.0,12.86,0.0,27.05,21.24,12.2,30.25,AGREE,17.05
Staphylococcus aureus,Poland,2030.0,12.72,0.0,26.9,22.07,13.77,31.05,AGREE,17.4
Staphylococcus aureus,Portugal,2025.0,4.18,0.0,19.35,27.47,12.0,43.49,DISAGREE,15.82
Staphylococcus aureus,Portugal,2026.0,0.0,0.0,24.63,28.73,12.69,44.94,DISAGREE,14.36
Staphylococcus aureus,Portugal,2027.0,0.0,0.0,43.47,29.98,14.25,44.11,DISAGREE,14.99
Staphylococcus aureus,Portugal,2028.0,0.0,0.0,56.77,31.24,16.21,46.47,DISAGREE,15.62
Staphylococcus aureus,Portugal,2029.0,0.0,0.0,67.65,32.5,16.35,47.31,DISAGREE,16.25
Staphylococcus aureus,Portugal,2030.0,0.0,0.0,77.1,33.76,18.93,49.81,DISAGREE,16.88
Staphylococcus aureus,Romania,2025.0,5.12,0.0,10.35,5.76,1.74,9.66,AGREE,5.44
Staphylococcus aureus,Romania,2026.0,2.5,0.0,9.49,6.05,2.0,10.31,AGREE,4.28
Staphylococcus aureus,Romania,2027.0,2.21,0.0,9.13,6.33,2.16,10.53,AGREE,4.27
Staphylococcus aureus,Romania,2028.0,1.96,0.0,8.82,6.62,2.45,10.98,AGREE,4.29
Staphylococcus aureus,Romania,2029.0,1.74,0.0,8.54,6.91,2.6,10.78,AGREE,4.32
Staphylococcus aureus,Romania,2030.0,1.54,0.0,8.31,7.2,3.27,11.16,AGREE,4.37
Staphylococcus aureus,South Africa,2025.0,11.8,6.49,17.11,0.0,0.0,14.6,DISAGREE,5.9
Staphylococcus aureus,South Africa,2026.0,7.25,1.35,13.15,0.0,0.0,11.9,AGREE,3.62
Staphylococcus aureus,South Africa,2027.0,10.02,3.62,16.43,0.0,0.0,7.06,DISAGREE,5.01
Staphylococcus aureus,South Africa,2028.0,7.72,1.24,14.2,0.0,0.0,0.45,AGREE,3.86
Staphylococcus aureus,South Africa,2029.0,8.95,2.34,15.57,0.0,0.0,0.0,AGREE,4.47
Staphylococcus aureus,South Africa,2030.0,7.74,1.13,14.34,0.0,0.0,0.0,AGREE,3.87
Staphylococcus aureus,Spain,2025.0,12.59,0.0,25.72,22.16,14.75,31.08,AGREE,17.38
Staphylococcus aureus,Spain,2026.0,12.62,0.0,29.15,23.33,14.83,31.01,DISAGREE,17.97
Staphylococcus aureus,Spain,2027.0,12.62,0.0,31.92,24.5,16.4,32.99,DISAGREE,18.56
Staphylococcus aureus,Spain,2028.0,12.62,0.0,34.34,25.68,17.06,33.98,DISAGREE,19.15
Staphylococcus aureus,Spain,2029.0,12.62,0.0,36.52,26.86,19.08,35.02,DISAGREE,19.74
Staphylococcus aureus,Spain,2030.0,12.62,0.0,38.51,28.03,19.34,36.41,DISAGREE,20.32
Staphylococcus aureus,Taiwan,2025.0,26.43,0.0,56.9,51.72,34.39,67.96,DISAGREE,39.08
